ad_type,start_date,end_date,created_on,lon,lat,l2,l3,rooms,bedrooms,bathrooms,surface_total,surface_covered,currency,title,description,property_type,operation_type,price
Propiedad,2020-05-15,2020-05-30,2020-05-15,-58.359903,-34.61809,Capital Federal,Puerto Madero,1.0,1.0,1.0,36.0,36.0,USD,Zencity con Cochera y Bauleras,"1 Ambiente divisible en ZenCity Puerto Madero.
<br>Cuenta con cocina incorporada y baño completo. Gran vista hacia el parque y piscinas. El valor incluye una Cochera Fija Cubierta y tres Bauleras.
<br>
<br>AMENITIES:
<br>Plaza central para uso privado de 8.500m2
<br>Solarium
<br>Health Club
<br>Bar Chill Out
<br>Jardines y cascadas de agua
<br>Hidromasajes
<br>Sum para 200 personas
<br>Gimnasio
<br>Vestuarios con hidromasajes y saunas
<br>Piscina climatizada y de natación
<br>Minimarket/Bar exterior
<br>Piscina para niños
<br>Juegos para niños
<br>Business Center
<br>Seguridad 24hs.
<br>
<br>*Las medidas son aproximadas y al solo efecto orientativo, las reales surgirán de la escritura*<br><br><br><br>Para más información, llámanos al: 01152384500.<br><br><br><br>Aviso publicado por V. Ceverens servicios inmobiliarios desde Sumaprop.",Departamento,Venta,255000.0
Propiedad,2020-05-15,2020-07-28,2020-05-15,-58.3676115,-34.6162916,Capital Federal,Puerto Madero,2.0,1.0,2.0,88.0,80.0,USD,2 AMBIENTES | AZOPARDO al 700,"XINTEL(LEP-LE6-21714)  
Exclusivo departamento, ubicado a metros de Puerto Madero. Es ideal para dos personas y cuenta con: un dormitorio en suite con vestidor, un living-comedor, una cocina integrada con barra desayunadora, un toilette para visitas y balcón al que se puede acceder desde el living y dormitorio. Ademas, el edificio cuenta con servicio de recepción y vigilancia las 24hs, dos salas de estar, biblioteca, piscina, solarium, gimnasio y amplio salon de fiestas. Cochera optativa.


LEPORE PROPIEDADES flepore.com.ar 1149720659

LEPORE Propiedades S.A. CUIT : 33-60234274-9 C.U.C.I.C.B.A. Matrícula Nº 931 (Sucursales Caballito - Palermo - Centro) AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda. Venta supeditada al cumplimiento por parte del propietario de los requisitos de la resolución general Nº 2371 de la AFIP (pedido de COTI)

 XINTEL(LEP-LE6-21714)",Departamento,Venta,240000.0
Propiedad,2020-05-15,2020-12-31,2020-05-15,-58.3676115,-34.6162916,Capital Federal,Puerto Madero,2.0,1.0,2.0,88.0,80.0,USD,2 AMBIENTES | AZOPARDO al 700,"XINTEL(LEP-LE6-21716)  
Exclusivo departamento, ubicado a metros de Puerto Madero. Es ideal para dos personas y cuenta con: un dormitorio en suite, un living-comedor, una cocina integrada con barra desayunadora, un toilette para visitas y balcón al que se puede acceder desde el living. Ademas, el edificio cuenta con servicio de recepción y vigilancia las 24hs, dos salas de estar, biblioteca, piscina, solarium, gimnasio y amplio salon de fiestas. Cochera optativa.

LEPORE PROPIEDADES flepore.com.ar 1149720659

LEPORE Propiedades S.A. CUIT : 33-60234274-9 C.U.C.I.C.B.A. Matrícula Nº 931 (Sucursales Caballito - Palermo - Centro) AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda. Venta supeditada al cumplimiento por parte del propietario de los requisitos de la resolución general Nº 2371 de la AFIP (pedido de COTI)

 XINTEL(LEP-LEP-21716)",Departamento,Venta,250000.0
Propiedad,2020-05-15,2020-07-28,2020-05-15,-58.3676115,-34.6162916,Capital Federal,Puerto Madero,2.0,1.0,2.0,88.0,80.0,USD,2 AMBIENTES | AZOPARDO al 700,"XINTEL(LEP-LE6-21712)  
Exclusivo departamento, ubicado a metros de Puerto Madero. Es ideal para dos personas y cuenta con: un dormitorio en suite, un living-comedor, una cocina integrada con barra desayunadora, un toilette para visitas y balcón al que se puede acceder desde el living. Además, el edificio cuenta con servicio de recepción y vigilancia las 24 hs, dos salas de estar, biblioteca, piscina, solarium, gimnasio y amplio salón de fiestas. Cochera optativa.


LEPORE PROPIEDADES flepore.com.ar 1149720659

LEPORE Propiedades S.A. CUIT : 33-60234274-9 C.U.C.I.C.B.A. Matrícula Nº 931 (Sucursales Caballito - Palermo - Centro) AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda. Venta supeditada al cumplimiento por parte del propietario de los requisitos de la resolución general Nº 2371 de la AFIP (pedido de COTI)

 XINTEL(LEP-LE6-21712)",Departamento,Venta,230000.0
Propiedad,2020-05-15,2020-12-31,2020-05-15,-58.36373,-34.6112577,Capital Federal,Puerto Madero,2.0,1.0,1.0,88.0,80.0,USD,Departamento En Alquiler Temporal En Puerto Madero,"Venta de Departamento 2 AMBIENTES en PUERTO MADERO, Capital Federal, Excelente departamento de 2 ambientes amueblado, todo luz y sol, orientación este, con un espectacular balcón terraza gigante , amueblado, mucho espacio de guardado, cocina equipada con barra y mesa. Su ubicación frente al puente de la aduana, debajo de la confitería havanna, entrada al edificio x el dique y por Olga Cossentini. Así mismo Se vende con renta.


 XINTEL(NVS-NVS-456)",Departamento,Venta,275000.0
Propiedad,2020-05-15,2020-07-31,2020-05-15,-58.3618883,-34.6160145,Capital Federal,Puerto Madero,2.0,1.0,1.0,63.0,60.0,USD,Excelente departamento con detalles de decoración,"Excelente departamento totalmente amueblado.
<br>
<br>Con vista al frente, vistas abiertas y panorámicas, luz natural todo el dia hasta la última hora de la tarde por orientación.
<br>
<br>Calefacción por loza radiante y 2 equipos de aire acondicionado.
<br>Full amenities laundry, gym, sauna, solarium, sum, 2 piscinas una climatizada.  Seguridad 24 hs.
<br>
<br>*Las medidas son aproximadas y al solo efecto orientativo, las reales surgirán de la escritura*<br><br><br><br>Para más información, llámanos al: 01152384500.<br><br><br><br>Aviso publicado por V. Ceverens servicios inmobiliarios desde Sumaprop.",Departamento,Venta,295000.0
Propiedad,2020-05-15,2020-12-31,2020-05-15,-58.3626479,-34.6149768,Capital Federal,Puerto Madero,3.0,2.0,2.0,165.0,143.0,USD,"Aleph Puerto Madero - REBAJADO, venta URGENTE","REBAJADO! VENTA URGENTE<br><br>Espectacular departamento de 3 ambientes, con 2 master suites. Edificio Faena Aleph del reconocido mundialmente Arq. Norman Foster. <br>El departamento se dispone en un lateral del edifico con doble balcon y vistas al dique  y a la reserva ecológica. <br>Cuenta con acceso por palier privado y toilette de recepción. Importante espacio de estar y moderna cocina abierta con comedor. Conexiones para lavarropas y lavavajillas. <br>Dos importantes suites con vestidor y baño completo con ducha, bañera y puertas en vidrio templado.  <br>Diseño de primera linea. <br>Sistema central de aire acondicionado frío/calor. Agua caliente central. Anafe y horno eléctrico. <br>El edificio brinda seguridad las 24hs. Cuenta con cochera de cortesía. Gran solarium y piscina con gran vista a la ciudad, al río y a la reserva. Gimnasio, sauna y laundry. <br>INCLUYE COCHERA FIJA, CUBIERTA Y BAULERA. <br><br><br><br>Conozca el valor real de su propiedad. Tasaciones profesionales sin cargo en 24 Hs. Especialistas en operaciones simultáneas.<br>Las medidas (tanto totales como parciales), superficies, m2 y proporciones indicadas en el presente son aproximadas y sujetas a verificación, variación y/o ajuste. El precio de la presente operación y/o de las expensas aquí indicadas están sujetos a modificación sin previo aviso.",Departamento,Venta,875000.0
Propiedad,2020-05-15,2020-07-31,2020-05-15,-58.3620561,-34.6177194,Capital Federal,Puerto Madero,3.0,2.0,1.0,80.0,80.0,USD,"Excelente 3 Ambientes, Torre Le Parc, con cochera","Excelente departamento de 3 ambientes, originalmente de 2 ambientes refaccionado a 3.
<br>Departamento UNICO en piso intermedio con hermosa vista a la ciudad y al rio.
<br>La unidad está conformada por tres ambientes luminosos como se puede observar en las imagenes: Palier privado, living comedor, balcón, cocina independiente, lavadero, ingreso de servicio, toilette, dos dormitorios uno en suite con vestidor y baño privado, calefacción individual por piso radiante. El ascensor principal cuenta con clave personalizada para acceder al departamento.  Seguridad 24 hs.
<br>
<br>Las torres Le Parc, son una de las mas solicitadas de Puerto Madero por su prestigiosa seguridad, calidad de construcción y confort de sus amenities, entre ellos:
<br>* SUM con vistas al jardín del complejo y terrazas propias
<br>* Sauna
<br>* Gimnasio
<br>* Piscina para adultos -  3 climatizadas
<br>* Piscina para niños
<br>* Solarium con espejo de agua y barra-bar
<br>* Juegos para niños
<br>* Laundry
<br>* Estacionamiento de cortesía
<br>
<br>El valor publicado incluye la cochera
<br>
<br>*Las medidas son aproximadas y al solo efecto orientativo, las reales surgirán de la escritura*
<br>
<br><br><br><br><br>Para más información, llámanos al: 01152384500.<br><br><br><br>Aviso publicado por V. Ceverens servicios inmobiliarios desde Sumaprop.",Departamento,Venta,525000.0
Propiedad,2019-11-14,2020-05-15,2019-11-14,-58.363626133905434,-34.61310268652179,Capital Federal,Puerto Madero,2.0,1.0,2.0,88.0,80.0,USD,"Departamento en Venta en Puerto madero, Capital federal U$S 1000000","Venta de Departamento 1 DORMITORIO en Puerto Madero, Capital Federal
Ubicado en Alvear Icon Hotel &amp; Residences Puerto Madero. Cuenta con 1 dormitorio. Tres ascensores principales ultra rápidos de última generación. Aire Acondicionado y calefacción Central. El edificio es de uso residencial con acceso amenities y servicios del Hotel Alvear 5 estrellas: Lobby Bar, el restaurant Sunny Yard, un Wine Bar, un centro de convenciones para 1200 personas y una equipada área de negocios. Restaurante panorámico The Grand View en el piso 31 y el Crystal Bar en el 32, el restaurant glatt kosher Glitter, el bar lácteo kosher Milk &amp; Co, el spa &amp; fitness center y la piscina exterior y Pool Bar.&nbsp;En la planta baja se ubican además, la recepción / conserjería y las áreas sociales que pueden convocar mayor movimiento externo como el Salón de Reuniones Principal y el Business Center, con sus correspondientes áreas de servicios complementarias.&nbsp;El Salón de Reuniones dispone, además de su vinculación interna con las residencias, de un acceso independiente desde el boulevard. Este acceso permitirá que el flujo de usuarios externos que concurran a los eventos no afecte significativamente el movimiento habitual del edificio.&nbsp;Para independizarlos del nivel de la calle, las piscinas, solarium, cancha de tenis y áreas verdes con juegos para niños se ubicarán en la terraza del basamento.&nbsp;En este nivel y ocupando el área cubierta correspondiente al primer piso de la torre, se ubica un SPA con actividades relacionadas con el agua y el relax, piletas con hidromasajes, duchas especiales, baños sauna y de vapor y áreas de relajación y un centro dedicado a la belleza y el tratamiento corporal.&nbsp;Gimnasio, vestuarios para ambos sexos y un conjunto de áreas sociales que incluyen bar / restaurante, microcine y salones de estar y de juegos completan la oferta de amenities en ese nivel.&nbsp; &nbsp;

 XINTEL(MDA-MDA-1464)",Departamento,Venta,1000000.0
Propiedad,2019-11-14,2020-05-15,2019-11-14,-58.3599266,-34.6169184,Capital Federal,Puerto Madero,2.0,1.0,2.0,88.0,80.0,USD,"Departamento en Venta en Puerto madero, Capital federal U$S 520000","Venta de Departamento 1 DORMITORIO en Puerto Madero, Capital Federal
Ubicado en el edificio Château Puerto Madero Residence, en un 7mo piso al frente, con vistas a la reserva. Palier privado. Living comedor con vistas al balcón terraza y vistas a la reserva. Cocina semi integrada con muebles bajo y sobre mesada. Baño completo con bañera . 1 dormitorio con placard y balcón. Cochera cubierta. Expensas $ 20.000 aproximadamente (incluyen: un adelanto al restaurante, lavadero de coche y peluquería).&nbsp;

 XINTEL(MDA-MDA-1445)",Departamento,Venta,520000.0
Propiedad,2019-11-14,2020-05-15,2019-11-14,-58.3621533,-34.6207506,Capital Federal,Puerto Madero,2.0,1.0,2.0,88.0,80.0,USD,"Departamento en Venta en Puerto madero, Capital federal U$S 425000","Venta de Departamento en Puerto Madero, Capital Federal
The Link Towers es el único emprendimiento en el Dique 1 de Puerto Madero que es totalmente residencial.
&nbsp;Está compuesto por dos torres, ADAN Y EVA de 33 pisos, con departamentos de 1, 2, 3 y 4 dormitorios, dúplex y tríplex con terrazas propias.&nbsp;Sus amenities, las marinas, el gourmet and wine, the fun room, las piscinas in out, el fireplace, el fitness club y el spa de agua están pensados para tener una vida verde en plena ciudad.&nbsp;

Link ofrece distintas opciones de departamentos de 1 hasta 4 dormitorios. En lo más alto se encuentran los exclusivos dúplex y tríplex de 5 ambientes con terrazas.

Sus amenities de lujo fueron pensados para ser compartidos: Pileta In &amp; Out, Fireplace, Spa de agua, Gimnasio, Gourmet &amp; Wine, Fun Room, Kids Place, Livings.

Link tiene una ubicación de privilegio sobre el Dique 1. Se trata del último en consolidarse y sus desarrollos representan las nuevas tendencias mundiales en real&nbsp;estate.

Valores desde (consulte disponibilidad , formas de pago y financiación)

TORRE ADÁN: PISO 3 al 30 - Departamentos de 2 y 3 ambientes desde USD 425.000.- ¡Últimas unidades!

TORRE EVA: PISO 3 al 15 - Departamentos de 2 y 3 ambientes desde USD 384.990.-

TORRE EVA: PISO 16 al 25 - Departamentos de 3 y 4 ambientes desde USD 757.000.-

TORRE EVA: PISO 26 al 30 - Departamentos de 4 ambientes desde USD 1.518.000.-

 XINTEL(MDA-MDA-1467)",Departamento,Venta,425000.0
Propiedad,2019-11-14,2020-02-14,2019-11-14,-58.359847,-34.617952,Capital Federal,Puerto Madero,2.0,1.0,1.0,65.0,60.0,USD,VTA DEPARTAMENTO 2 AMBIENTES ZENCITY COCHERA Y BAU,"Corredor Responsable: ELEONORA MEDEOT MINUJEN - CMCPDJLM 682Contacto: Rosana Santoro - MLS ID # 420911019-80Departamento en venta en Puerto Madero, Complejo Zencity, <br>2 ambientes, con cochera y baulera incluidas en el valor.<br>Piso +20 en Torre ONIX con vista al Rio, muy luminoso, orientación este.<br>Amplio living comedor con salida a balcón.<br>Cocina integrada <br>Toilette de recepción<br>Amplio dormitorio con excelente vista, placard, baño en suite.<br>Zencity cuenta con Seguridad 24 horas;<br>_Sum para 200 personas.<br>_Plaza central para uso privado de 8.500m2.<br>_Solarium.<br>_Bar Chill Out.<br>_Jardines y cascadas de agua.<br>_Gimnasio.<br>_Vestuarios con hidromasajes y saunas.<br>_Pileta natación.<br>_Piscina para niños.<br>_Minimarket / Bar exterior.<br>_Juegos para niños.<br>_Business Center.MARTILLERA:<br>Remax Dreams, Mart. Responsable Eleonora Medeot Minujen CMCPD JLM 682 / CPI 6867.<br><br>En cumplimiento de la Ley 2340 CPI, Ley 10.973 de la Prov. De Bs As, Ley Nacional 25.028, Ley 22.802 de la Lealtad Comercial. Ley 24.420 de defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes NO ejercen el corretaje inmobiliario.<br>Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte de los martilleros y corredores colegiados, cuyos datos se exhiben debajo del nombre de la Inmobiliaria.<br> \n\n Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar ",Departamento,Venta,410000.0
Propiedad,2019-11-14,2020-05-15,2019-11-14,-58.363626133905434,-34.61310268652179,Capital Federal,Puerto Madero,3.0,2.0,3.0,88.0,80.0,USD,"Departamento en Venta en Puerto madero, Capital federal U$S 950000","Venta de Departamento en Puerto Madero, Capital Federal
Ubicado sobre Martha Salotti. Cuenta con 2 dormitorios, el principal en con baño en suite y vestidor.
 El 2 dormitorio, con baño en suite y vestidor más pequeño. Cocina separada. Piso 9 con vista a la dique o ciudad 
. Balcón pequeño con parrilla. 2 cocheras. Antigüedad 8/9 años . Ubicado en la Torre 1. Expensas $25.000. 

Pileta externa para adultos. Pileta externa para niños Jacuzzi. Pileta interna. Juegos para niños. Gym . 2 Vestuario, uno para hombres y otro para mujeres, cada uno con sauna. Sala de reuniones (entrepiso Torre II) / Business Center. Salón de usos múltiples para 200 personas equipado con 2 cocinas. Oficina equipada con computadora (entrepiso Torre II). Sala de juego para niños (entrepiso Torre II). Sala de gym (entrepiso Torre II). Laundrys (1° subsuelo Torre I y Torre 2). Lavadero de autos (2do subsuelo Torre II)

 XINTEL(MDA-MDA-1465)",Departamento,Venta,950000.0
Propiedad,2019-11-14,2020-12-31,2019-11-14,-58.3631036,-34.6128687,Capital Federal,Puerto Madero,3.0,2.0,2.0,88.0,80.0,USD,"Departamento en Venta en Puerto madero, Capital federal U$S 460000","Venta de Departamento 2 DORMITORIOS en Puerto Madero, Capital Federal
Ubicado sobre calle Cossettini, Edificio Santa María del Puerto. Residencia de 2 dormitorios, el principal con vestidor y baño en suite. Baño completo. Ingreso por palier privado y entrada de servicio. Cocina comedor, con muebles bajo y sobre masada. Hall recibidor de entrada. Living. 2 Balcones terraza. COCHERA cubierta + baulera. Amenities: Salón de eventos. Cocina con heladeras. SUM/gimnasio. Vestuarios. Piscina semicubierta climatizada. Parque con galería. Seguridad 24 hs/laundry. Puerto Madero vive en el medio de la ciudad pero es sustancialmente diferente. Un barrio nuevo que conjuga los espacios naturales con las más modernas construcciones y ofrece tranquilidad y seguridad sin la necesidad de relegar nada. Sobre el dique 2 bordeando un boulevard de añosa arboleda, se construye Santa María del Puerto Madero. Un complejo que ha sido pensado para brindarle la más alta calidad residencial. Con cuatro edificios que funcionaran independientemente, con todas las comodidades y avances de las ultimas tendencias urbanísticas, unidos por mas de 3000 m2 de jardines.

 XINTEL(MDA-MDA-1439)",Departamento,Venta,460000.0
Propiedad,2019-11-14,2020-05-15,2019-11-14,-58.3609723,-34.6123355,Capital Federal,Puerto Madero,3.0,2.0,3.0,88.0,80.0,USD,"Departamento en Venta en Puerto madero, Capital federal U$S 1290000","Venta de Departamento 2 DORMITORIOS en Puerto Madero, Capital&nbsp;Federal
Ubicado en pleno corazón de Puerto Madero, en el dique 2 sobre el Blvd. Azucena Villaflor,muy próximo al río y al microcentro porteño, hace que este emprendimiento sea el proyecto más relevante de la ciudad. Alvear Tower, símbolo de Puerto Madero, construido sobre un gran predio de más de 6.600 m², y rodeado de grandes parques, es la torre más alta de Argentina (235 metros).&nbsp;Sus 3.3 metros de altura, de piso a techo, magnifican cada ambiente y cambia la perspectiva desde la que vemos Buenos Aires.&nbsp;Sus residencias, cuentan con la elegancia del Grupo Alvear, con espectaculares unidades de hasta 500m2 , son la proyección de un ideal.&nbsp;La torre cuenta, con las más altas prestaciones: Salón de lujo con capacidad para 120 personas, Business Center, Spa Health Center, Pileta in Out, Piscina exterior semi olímpica, Hair Studio, Cavas privadas, Simulador de Golf, Taller de hobbies.&nbsp;Acceso digitalizado a residencias, roof club, área de llegada de vehículos y estacionamiento de bicicletas, car wash.

Departamento de 130 m2 con gran balcón /terraza y extraordinarias vistas. 
CUENTA CON 1 MASTER SUITE Y UNA SUITE, LIVING COMEDOR. COCINA CON COMEDOR DIARIO, CUARTO Y BAÑO DE SERVICIO.&nbsp;

 XINTEL(MDA-MDA-1466)",Departamento,Venta,1290000.0
Propiedad,2019-10-09,2020-12-31,2019-10-09,-58.3601683,-34.6189461,Capital Federal,Puerto Madero,1.0,1.0,1.0,40.0,36.0,USD,Departamento - Puerto Madero,"Torre Zen City:<br><br><br>Departamento:<br><br>Hermoso monoambiente.<br>La vista es muy agradable y esta orientado a la pileta.<br>Baño con ducha y manparas. <br><br>Edificio:<br>Plaza central para uso privado de 8.500m2. 3 piscinas (climatizada), Solarium, Health Club, Bar Chill Out, Jardines y cascadas de agua, Gimnasio, Minimarket, Swiss Concierge, Vestuario, Microcine, Sauna, Laundry, Espacio p/niños, Spa, Business center, Seguridad 24hs, Conserjeria Vip.<br><br>DUILIO FERLAT CPI N° 6562
<br>Julia Couzo Real Estate
<br>
<br>“En cumplimiento de la Ley 2340 CUCICBA, Ley 10.973 de la Prov. Bs. As., Ley Nacional 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte de los martilleros y corredores colegiados, cuyos datos se exhiben debajo del nombre de la inmobiliaria.” 
<br>
<br>
<br>Sitio Web: ",Departamento,Venta,190000.0
Propiedad,2019-10-09,2020-01-21,2019-10-09,-58.3627460255,-34.61568055,Capital Federal,Puerto Madero,2.0,1.0,1.0,70.0,67.0,USD,VENTA DUPLEX 2 AMBIENTES PUERTO MADERO CON BALCÓN,"Corredor Responsable: Cristian Arnal Ponti - C.U.C.I.C.B.A 3570Contacto: Nancy Ostos - MLS ID # 221156-21CORREDORES INMOBILIARIOS:<br><br>C. ARNAL PONTI C.P.I. 3570 / R. FABBRINI C.M.C.P.S.I. 5879<br><br><br><br>Todas las propiedades que figuran en mi perfil se encuentran a cargo del profesional matriculado de la oficina, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por él.<br><br>Lindo Departamento Dúplex tipo Loft, muy luminoso en el Edificio Lumiere<br>Contrafrente de 70 m2 , con balcón.Vista con doble altura<br>Primera planta con cocina integrada, todo eléctrico y equipado con horno y heladera. Living comedor amplio .Despensa y toilette de recepción. Todos los espacios modernos.<br>Pisos de porcelanato en todos los ambientes.<br>Segunda planta con dormitorio en suite, vestidor y baño completo, con posibilidad de ampliación.<br>Seguridad 24 horas<br>Amenities: pileta, salón de reunión ,laundry , gimnasio, parrilla<br><br><br><br> \n\n Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar ",Departamento,Venta,326000.0
Propiedad,2019-11-29,2019-12-23,2019-11-29,-58.359903,-34.61809,Capital Federal,Puerto Madero,2.0,1.0,2.0,66.0,61.0,USD,Venta 2 ambientes amoblado - ZENCITY,Excelente 2 ambientes - Muy luminoso - orientación este - vista a la plaza y Rio de La Plata.Se vende con o sin El departamento se encuentra todo a nuevo.Se distribuye en un living/comedor con salida al balcon (vista al parque) - cocina integrada (todo el sistema electrico - toilette de recepción - un domitorio en suite con  Zencity: seguridad 24 hs - gimnasio completo - baño sauna - hidromasajes y vestuarios ambos sexos -SUM - laundry - plaza con juegos para chicos - business center - microcine - parque privado central con piscinas descubiertas y solariumApto profesional.Con una cochera.,Departamento,Venta,470000.0
Propiedad,2019-11-29,2019-12-23,2019-11-29,-58.362674,-34.6095577,Capital Federal,Puerto Madero,3.0,2.0,3.0,282.0,200.0,USD,"Triplex con terraza, pileta y parrilla !!","FAENA. LOS MOLINOSEspectacular departamento tríplex en lujoso edificio de Faena. Palier semiprivado. Toilette de recepción. Imponente living-comedor en doble altura, con ventanales de techo a piso. Cocina con lavadero incorporado. Primer piso: Dos suites. Principal de excelentes medidas con gran vestidor. Terraza con deck de madera en último piso con pileta propia y parrilla. Todos los ambientes son externos. Pisos de madera. Muchos placards y lugar de guardado. 2 Cocheras. Las expensas incluyen luz, agua, telefonía IP y cable. Amenities: Pileta cubierta y gimnasio . Seguridad y consejería las 24hs. Consultar visita.-   Matrícula CUCICBA N° 6289 Matrícula CMCPSI Nº 4805",Departamento,Venta,1500000.0
Propiedad,2020-05-09,2020-06-20,2020-05-09,-58.363626133905434,-34.61310268652179,Capital Federal,Puerto Madero,2.0,1.0,2.0,80.0,80.0,USD,Departamento en Venta 1 suite !!,"LE PARCExcelente departamento en lujosa torre de Puerto Madero. Piso alto. Palier privado. Living comedor con salida a balcón con vistas panorámicas al río y ciudad. Master suite de excelentes medidas. Cocina con lavadero separado y entrada de servicio. El departamento se encuentra en muy buen estado, calefacción por losa radiante. Aire acondicionado individual split en todos los ambientes. Cochera y baulera. Amenities: Tres piletas de natación, una por torre. Gimnasio, spa, fitness, seguridad las 24hs. Consultar visita.Matrícula CUCICBA N° 6289 Matrícula CMCPSI Nº 4805",Departamento,Venta,480000.0
Propiedad,2020-05-09,2020-06-06,2020-05-09,-58.3605458,-34.6112439,Capital Federal,Puerto Madero,2.0,1.0,2.0,82.0,78.0,USD,Le Parc Piso 36º Torre Parque,"Palier Privado. Living comedor con vista al río y salida a balcón. Toilette Dormitorios en suite con vestidor. Cocina con comedor diario. Entrada de servicio. Lavadero 1 cochera y 1 baulera. El sistema de calefacción del departamento es por losa radiante, además de contar con sistemas de aire acondicionado (Split) Frío/Calor en todos los ambientes. Ventanales de doble vidrio y sistema de doble apertura en todas las ventanas. SERVICIOS: Piscinas climatizadas para adultos y para niños rodeadas de amplios jardines parquizados. Solarium con espejo de agua y barra-bar. Juegos al aire libre y sala de juegos para niños. Fitness center: Gimnasio- Spa- Sauna. Salón exclusivo para deportes. Salón de usos múltiples con vistas al jardín del complejo y terrazas propias. Lujoso hall de entrada con doble altura. Ascensores Mitsubishi de alta velocidad. Palier privado en todas las unidades. Grupo electrógeno. Vestuarios y sanitarios con duchas para personal de servicio. Lavandería. Lavadero de autos. Estacionamiento de cortesía para visitas.",Departamento,Venta,600000.0
