ad_type,start_date,end_date,created_on,lon,lat,l2,l3,rooms,bedrooms,bathrooms,surface_total,surface_covered,currency,title,description,property_type,operation_type,price
Propiedad,2019-11-23,2019-12-23,2019-11-23,-58.3633911,-34.6150086,Capital Federal,Puerto Madero,2.0,1.0,2.0,116.0,95.0,USD,Faena Aleph. Espectacular departamento para exigentes! Cochera y baulera,"El diseño de El Aleph —el último capítulo del distrito de las artes y la tecnología de Faena— acerca la vida de la ciudad al muelle y combina construcciones nuevas con la restauración selectiva de edificios existentes resultando un barrio urbano sostenible con gran variedad de instalaciones sociales y culturales.Inspirado en las tradiciones locales de patios y terrazas abiertas, el programa fomenta la vida al aire libre y un rico espacio cultural, que entronca particularmente con el estilo de vida y el clima locales.El departamento cuenta con palier privado cómodo, hall de recepción, un amplísimo living comedor y cocina integrada. Todo su amoblamiento es de color blanco lo que da una visión de amplitud e luminosidad haciendo combinación con sus enormes ventanales. Cuenta con heladera y electrodomésticos de última generación, todos ellos panelados dando la particularidad del minimalismo pero con todas las comodidades que debe poseer y hermosa vista al dique! Mesa con sillas, LCD y un set de sofá. Toilette de recepción. Gran dormitorio en suite con regio vestidor, y sector de escritorio o dressoir, cama King size y mobiliario de Fontenla y Phillip Stark, LCD TV y baño completo con bañera de diseño y sector de ducha. Amplio balcón terraza al frente y balcòn perimetral.Super luminoso. Inmejorabes terminaciones. Calidad y categoría. Para exigentes realmente!Venta con o sin muebles.1 cochera fija amplia, 1 baulera habitación inmensa detràs de la cochera.Calefacción y aires acondicionados individual sectorizable por ambiente.Servicio de seguridad 24hs y conserjería.Iluminación dimerizada.Regios cortinados en toda la unidad, con black-outs en dormitorio, todos ellos completamente automatizados, por control remoto.ALEPH es uno de los edificios mas nuevos de Faena. Ascensores con clave en principal y ascensor camillero en servicio.Los amenities son de primera linea como el nombre Faena lo indica con un gimnasio y una piscina en la terraza de primer nivel. Solarium, laundry, SPA con saunas.El edificio se encuentra en dique 2 rodeado de restaurantes y bares para disfrutar Puerto Madero.IMPECABLE realmente!Corredor responsable Natalia ",Departamento,Venta,690000.0
Propiedad,2019-11-23,2019-12-23,2019-11-23,-58.3611147,-34.612784,Capital Federal,Puerto Madero,3.0,2.0,2.0,113.0,103.0,USD,Excelente departamento 3 ambientes frente balcón  2 cocheras fijas y baulera,"Amplio y comodo departamento en venta con renta, en la mejor zona de Puerto Madero. Edificio Rio Plaza.  Living comedor con salida a balcón. Toilette de recepción. Amplio comedor diario con vista al verde. Dos amplios dormitorios. Dormitorio principal en suite con vestidor y salida a balcón, baño con jacuzzi. Segundo dormitorio amplio. Baño completo. 2 Cocheras fijas y baulera. Edificio con amenities. Amenities: Dos piletas con deck y solarium; jardines, GYM, SUM de fiestas, Laundry. Seguridad 24 hs",Departamento,Venta,600000.0
Propiedad,2019-11-23,2020-07-13,2019-11-23,-58.363626133905434,-34.61310268652179,Capital Federal,Puerto Madero,3.0,2.0,2.0,186.0,186.0,USD,-Renoir Torre II SOL-3 ambientes 1 cochera,"Excelente Departamento de 3 Ambientes cochera TORRE RENOIR II. UNIDAD TIPOLOGIA SOL La Torre Renoir II es un emprendimiento con categoría PREMIUN, lo que significa que misma cuenta con todos los amenities de lujo: Pileta de Natación Climatizada out y Solarium sobre nivel del tercer piso con vista al parque y orientación Norte. • Pileta de Natación Climatizada in (dentro de la torre) sobre nivel del tercer piso con vista al parque y orientación Norte. • Salón de Usos Múltiples con Sector de Juegos para Niños, cocina y toilettes. Apto para Clases de Step, Yoga, etc. • Gym/Spa con Snack Bar, diferenciados funcionalmente en Tratamientos Húmedos Sauna - Baño Turco - Baño finlandés - Ducha escocesa - Hidromasaje - Steam Box - Salas de Relax Privado. Tratamientos Secos Box de Masajes Aromoterapia -Osteoterapia - Reflexología - Sala de Gym &amp; Fitness / Pilates - Vestuarios. Otros servicios Conserjería permanente, con sistema de recepción de correspondencia (scanner) y seguridad exterior e interior, de la mayor sofisticación. • Guardería Niños. • Cocheras de cortesía. • Oficina de Coordinación de Seguridad Interior / Exterior. • Oficina descanso choferes y personal de seguridad de los propietarios. • Recepción de Correspondencia con scaneado de la misma (local lindero a la Torre). • Vestuarios y Lockers para personal y mucamas. • Hotel para mucamas. • Solarium/parque. • Jaula de golf. • Laundry. • Lavadero de mascotas. • Cancha de tenis. Ducha Vichy Quincho con parrilla.La presente oferta de venta está condicionada a la confección del COTI por parte del propietario. (Res. AFIP 2371). Las medidas son aprox. y orientativas. Las medidas exactas surgirían del titulo de propiedad.",Departamento,Venta,1000000.0
Propiedad,2019-09-17,2020-12-31,2019-09-17,-58.3662387,-34.6098446,Capital Federal,Puerto Madero,1.0,1.0,1.0,98.0,80.0,USD,Departamento - Puerto Madero,Luminoso Loft <br>Vistas únicas al Dique y Puente de la Mujer.<br>Ideal renta extranjeros (ej. Airbnb) !!!<br>Excelente estado. Apto profesional<br>Buena distribución y circulación de aire.<br>Pisos de madera impecables<br>1 Cochera<br>Seguridad las 24 horas. Edificio con amenities.<br><br><br>Código para consultas telefónicas : PAP2174185 (últimos 5 dígitos),Departamento,Venta,549000.0
Propiedad,2020-05-10,2020-05-20,2020-05-10,-58.3604664,-34.6191653,Capital Federal,Puerto Madero,2.0,1.0,2.0,102.0,88.0,USD,Amplio 2 ambientes en venta - Harbour Residences ,"Ubicado en el edificio Harbour Residences, este amplio 2 ambientes cuenta con toilette de recepción, living comedor con cocina integrada y gran suite con vestidor ambos con salida a balcón corrido de 14m2. Terminaciones: ventanas DVH (doble vidriado hermético), aire acondicionado frío calor split en cada ambiente. El edificio cuenta con seguridad 24hs., pileta descubierta climatizada, business center, gimnasio, sauna seco, hidromasaje, laundry y vestuarios para personal. ",Departamento,Venta,370000.0
Propiedad,2020-01-22,2020-03-09,2020-01-22,-58.362616,-34.609613,Capital Federal,Puerto Madero,1.0,1.0,2.0,88.0,80.0,USD,EL MIRADOR DE PUERTO MADERO - 2 AMBIENTES EN VENTA CON COCHERA !!,"EL MIRADOR DE PUERTO MADERO - EXCELENTE departamento EN VENTA de 1 dormitorio en SUITE y Toilete de recepción. Super luminoso, pisos de madera en Living Comedor. Cocina abierta estilo americana con barra. Palier Semiprivado y entrada de servicio. Living comedor con amplio ventanal de piso a techo con vista al RIO. Amplia Suite con vestidor. Estado impecable. 
La Torre el Mirador ubicada en el dique 3, sobre Juana Manso, cuenta con todos los amenities de primer nivel. Una piscina climatizada, como pocas, para quienes quieren tener la satisfacción de disfrutarla a lo largo de todo el año, y que cuenta con un sector cubierto y otro al aire libre. Dos solarium de importantes dimensiones, que incluyen un estupendo deck. Gimnasio con equipos ultramodernos para todos los niveles de rendimiento. Dos saunas -uno para hombres y otro para mujeres- destinados a un total relax. Jaula de golf. Para apreciar el aire libre y los espacios abiertos, El Mirador de Puerto Madero ofrece un parque cuidadosamente diseñado, con una superficie de 3000 m² que lo hace único en la zona. Los más chicos de la familia también tienen un lugar destacado en El Mirador de Puerto Madero: una gran área de juegos y recreación. Segura, agradable e independiente. Dos SUM -Salones de Usos Múltiples- de amplias dimensiones, brindan una nueva y mayor libertad a la hora de organizar el tiempo libre. Un exclusivo home-theater permite gozar de los más espectaculares estrenos. Con equipamiento de alta tecnología al servicio de la imagen y del sonido.
* Venta Supeditada a la Tramitación del COTI por parte del Propietario. Todas las medidas enunciadas son meramente orientativas, las medidas exactas serán las que se expresen en el respectivo título de propiedad de cada inmueble. Todas las fotos, imágenes y videos son meramente ilustrativos y no contractuales. Los precios enunciados son meramente orientativos y no contractuales. Esta publicidad respeta lo establecido en el art. 4 y 8 de la ley 24.240 *
* Se requiere identificación para Ingresar *
Juana Manso 1129 – Web: torresmadero . com – TE: 5775.2000",Departamento,Venta,420000.0
Propiedad,2020-01-22,2020-06-27,2020-01-22,-58.367799,-34.613009,Capital Federal,Puerto Madero,1.0,1.0,1.0,33.0,28.0,USD,DEPARTAMENTO VENTA 1 AMB. PUERTO MADERO,"Corredor Responsable: NORTE BIENES RAICES S.A.  Alejandro Sessarego - CPI 7383 / CSI 4496Contacto: Silvina Toniolo - MLS ID # 91247-69<br>Todas las propiedades que figuran en mi perfil se encuentran a cargo del profesional matriculado de la oficina, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por ellos.<br>""NUEVA MODALIDAD DE INVERSION""<br>Una nueva forma de rentar tu propiedad sin tener que destinar tiempo en administrarlo. Se venden  Monoambientes completamente equipados y amoblados en exclusiva zona del Nuevo Madero. Renta asegurada del 6 al 8% anual con administración privada y servicios incluidos. NO TENES QUE OCUPARTE DE ADMINISTRAR tus unidades y mensualmente recibirás la liquidación con el detalle de ingresos y egresos, se alquile o no, tu propiedad.<br>El Concepto es corporativo y turístico. El diseño y estética comprende un estilo moderno y atractivo.<br>Edificio con frente plano de vidrio y aluminio. Lobby doble altura. Mostrador de atención en mármol. Sala de conferencias. Resto/bar Piso de madera clara y cielorraso de hormigón visto, con juego de texturas y sensaciones. Unidades luminosas, con luz natural. Iluminación artificial ubicada en lugares estratégicos. Artefactos y objetos de decoración clásicos, de diseño moderno. Equipamiento creado exclusivamente para el edificio, combinación de líneas puras con diseño contemporáneo. <br>Todas las unidades están equipadas con Cama, mesita auxiliar, escritorio y sillón en color vivo. Heladera tipo frigo bar, terminal multimedia, tv lcd y caja de seguridad con combinación digital. Alfombras, pie de cama y sábana en lanas y géneros de altos estándares de calidad. Cortinas con sistema roller y blackout. Diseño del baño con pisos y revestimiento de porcelanato rectificado, y bacha de mármol. <br>Serás dueño de cada unidad bajo título perfecto (escritura traslativa de dominio). Tendrás un contrato con OWN hotels, quien se compromete a administrar por 10 años. <br>Precios de  Unidades disponibles:<br><br>UNIDAD 202Sup. Cub. 29,8m2  Sup. Total: 36,20m2 USS 116.433 <br>UNIDAD 301Sup. Cub. 27,47m2 Sup. Total: 33,50m2  USS 110.589 <br>UNIDAD 302Sup. Cub. 29,8m2  Sup. Total: 36,40m2 USS 119.580 <br>UNIDAD 303Sup. Cub. 27,94m2 Sup.Total: 33,64m2  USS 100.249 <br>UNIDAD 402Sup. Cub. 29,8m2 Sup. Total: 36,50m2  USS 122.277 <br>UNIDAD 403Sup. Cub. 27,94m2 Sup. Total: 33,74m2 USS 102.496 <br>UNIDAD 502Sup. Cub. 29,8m2 Sup. Total: 36,34m2 USS 130.604 <br>UNIDAD 701Sup. Cub. 27,47m2 Sup. Total: 33,50m2 USS 108.649 <br>UNIDAD 803Sup. Cub. 27,94m2 Sup. Total: 34,07m2 USS 100.108 <br>UNIDAD 903Sup. Cub. 27,94m2 Sup. Total: 34,07m2  USS 121.139 <br>UNIDAD 1003Sup. Cub. 27,94m2 Sup. Total 34,07m2  USS 123.507 <br>UNIDAD 1201Sup. Cub. 31,7m2        Sup. Desc:23,04m2         Sup.Total62,74m2                USS 170.000 <br>PLANTA BAJA LOCALSup. Cub. 96,7m2Sup. Desc. 46,21m2Sup.Total: 173,91m2 USS 250.000 <br><br> \n\n Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar ",Departamento,Venta,105000.0
Propiedad,2020-01-22,2020-06-27,2020-01-22,-58.367799,-34.613009,Capital Federal,Puerto Madero,1.0,1.0,1.0,33.0,28.0,USD,DEPARTAMENTO VENTA 1 AMB. PUERTO MADERO,"Corredor Responsable: NORTE BIENES RAICES S.A.  Alejandro Sessarego - CPI 7383 / CSI 4496Contacto: Norma Sandoval - MLS ID # 91210-262<br>Todas las propiedades que figuran en mi perfil se encuentran a cargo del profesional matriculado de la oficina, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por ellos.<br>""NUEVA MODALIDAD DE INVERSION""<br>Una nueva forma de rentar tu propiedad sin tener que destinar tiempo en administrarlo. Se venden  Monoambientes completamente equipados y amoblados en exclusiva zona del Nuevo Madero. Renta asegurada del 6 al 8% anual con administración privada y servicios incluidos. NO TENES QUE OCUPARTE DE ADMINISTRAR tus unidades y mensualmente recibirás la liquidación con el detalle de ingresos y egresos, se alquile o no, tu propiedad.<br>El Concepto es corporativo y turístico. El diseño y estética comprende un estilo moderno y atractivo.<br>Edificio con frente plano de vidrio y aluminio. Lobby doble altura. Mostrador de atención en mármol. Sala de conferencias. Resto/bar Piso de madera clara y cielorraso de hormigón visto, con juego de texturas y sensaciones. Unidades luminosas, con luz natural. Iluminación artificial ubicada en lugares estratégicos. Artefactos y objetos de decoración clásicos, de diseño moderno. Equipamiento creado exclusivamente para el edificio, combinación de líneas puras con diseño contemporáneo. <br>Todas las unidades están equipadas con Cama, mesita auxiliar, escritorio y sillón en color vivo. Heladera tipo frigo bar, terminal multimedia, tv lcd y caja de seguridad con combinación digital. Alfombras, pie de cama y sábana en lanas y géneros de altos estándares de calidad. Cortinas con sistema roller y blackout. Diseño del baño con pisos y revestimiento de porcelanato rectificado, y bacha de mármol. <br>Serás dueño de cada unidad bajo título perfecto (escritura traslativa de dominio). Tendrás un contrato con OWN hotels, quien se compromete a administrar por 10 años. <br>Precios de  Unidades disponibles:<br><br>UNIDAD 201Sup.Cub. 27,47m2 Sup. Total: 33,37m2 USS 106.882 <br>UNIDAD 202Sup. Cub. 29,8m2  Sup. Total: 36,20m2 USS 116.433 <br>UNIDAD 301Sup. Cub. 27,47m2 Sup. Total: 33,50m2  USS 110.589 <br>UNIDAD 302Sup. Cub. 29,8m2  Sup. Total: 36,40m2 USS 119.580 <br>UNIDAD 303Sup. Cub. 27,94m2 Sup.Total: 33,64m2  USS 100.249 <br>UNIDAD 402Sup. Cub. 29,8m2 Sup. Total: 36,50m2  USS 122.277 <br>UNIDAD 403Sup. Cub. 27,94m2 Sup. Total: 33,74m2 USS 102.496 <br>UNIDAD 502Sup. Cub. 29,8m2 Sup. Total: 36,34m2 USS 130.604 <br>UNIDAD 701Sup. Cub. 27,47m2 Sup. Total: 33,50m2 USS 108.649 <br>UNIDAD 803Sup. Cub. 27,94m2 Sup. Total: 34,07m2 USS 100.108 <br>UNIDAD 903Sup. Cub. 27,94m2 Sup. Total: 34,07m2  USS 121.139 <br>UNIDAD 1003Sup. Cub. 27,94m2 Sup. Total 34,07m2  USS 123.507 <br>UNIDAD 1201Sup. Cub. 31,7m2        Sup. Desc:23,04m2         Sup.Total62,74m2                USS 170.000 <br>PLANTA BAJA LOCALSup. Cub. 96,7m2Sup. Desc. 46,21m2Sup.Total: 173,91m2 USS 250.000 <br><br> \n\n Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar ",Departamento,Venta,99000.0
Propiedad,2020-01-22,2020-03-16,2020-01-22,-58.3621533,-34.6207506,Capital Federal,Puerto Madero,3.0,2.0,2.0,126.0,118.0,USD,Departamento - Puerto Madero,"The Link Towers es el único emprendimiento en el Dique 1 de Puerto Madero que es totalmente residencial.<br><br>Está compuesto por dos torres, ADAN Y EVA de 33 pisos, con departamentos de 1, 2, 3 y 4 dormitorios, dúplex y tríplex con terrazas propias.<br><br><br>Unidad  de 3 ambientes, con 2 dormitorios en Suite y toillette<br><br><br>Sus amenities, las marinas, el gourmet and wine, the fun room, las piscinas in out, el fireplace, el fitness club y el spa de agua están pensados para tener una vida verde en plena ciudad.<br>Piscinas de borde sinfín frente al Dique logran el efecto de estar sobre el agua. Como se trata de piscinas semicubiertas, es posible mantener prácticas de natación todo el año, sin importar el clima ni la temporada.<br>Jacuzzis, duchas de presión, sauna seco y húmedo.<br>Cada torre cuenta con su propio gimnasio con una hermosa vista al Dique y a las piscinas. <br><br><br><br><br>* Las medidas son aproximadas, las reales surgirán de la correspondiente escritura",Departamento,Venta,800000.0
Propiedad,2019-10-27,2019-12-23,2019-10-27,-58.362674,-34.6095577,Capital Federal,Puerto Madero,2.0,1.0,1.0,58.0,54.0,USD,DEPARTAMENTO 2 AMBIENTES - PUERTO MADERO,"DEPARTAMENTO EN VENTA EXCELENTE ESTADO LISTO PARA ESCRITURAR APTO CRÉDITO El complejo cuenta con piscinas para adultos, piscina para niños, gimnasio, solarium, salón de usos múltiples, laundry,  y seguridad las 24 horas.. -  ",Departamento,Venta,307000.0
Propiedad,2019-10-27,2019-11-23,2019-10-27,-58.3636435,-34.6018167,Capital Federal,Puerto Madero,3.0,2.0,3.0,119.0,106.0,USD,Departamento 3 ambientes en venta. Puerto Madero,"Hermoso Departamento 3 ambientes con dependencia en venta.Palier semi privadoLiving-comedor con balcón al frente. 2 dormitorios, cuarto principal en suite con vestidor.3 baños.Dependencia de servicio.Cocina, y lavadero.Cochera fija y cubierta. BauleraComplejo de primera categoría, seguridad 24 hs.Amenities: Pileta, pileta climatizada, sum, 3 jacuzzi, SUM, gimnasio, laundry.Toda la información y medidas provistas son aproximadas y deberán ratificarse con la documentación pertinente. Los impuestos y gastos expresados se refieren a la última información recabada y deberán confirmarse. Las fotografías no son vinculantes ni contractuales.Esta operación inmobiliaria se encuentra a cargo y es objeto de intermediación y conclusión por parte del Corredor Inmobiliario matriculado correspondiente: Jimena Navarro CUCICBA 6682 | Sergio Fernandez Milessi CSI 5681.",Departamento,Venta,690000.0
Propiedad,2019-11-10,2019-12-19,2019-11-10,-58.362878,-34.615639,Capital Federal,Puerto Madero,3.0,2.0,2.0,96.0,84.0,USD,Venta depto 3 ambientes en Santa María del Puerto,"Corredor Responsable: JUAN FRANCISCO CARATTINO - CPI 5457Contacto: Halyna Iermak - MLS ID # 420391132-6Martillero:<br>Juan Francisco Carattino CUCICBA 5457<br><br><br>Todas las propiedades que figuran en mi perfil se encuentran a cargo del profesional matriculado de la oficina, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por él.<br><br>Puerto Madero vive en el medio de la ciudad pero es<br>sustancialmente diferente. Un barrio nuevo que conjuga los espacios naturales<br>con las más modernas construcciones y ofrece tranquilidad y seguridad sin la<br>necesidad de relegar nada. Sobre el dique 2 bordeando un boulevard de añosa<br>arboleda, se construye Santa María del Puerto Madero. Un complejo que ha sido<br>pensado para brindarle la más alta calidad residencial. Con cuatro edificios que<br>funcionaran independientemente, con todas las comodidades y avances de las<br>ultimas tendencias urbanísticas, unidos por mas de 3000 m2 de jardines.<br><br> Palier Privado. Hall de entrada. Living Comedor amplio al frente, con vista abierta y salida al balcón de gran dimensión.<br>Dormitorio principal tiene vestidor en suite. Segundo dormitorio con balcon<br>Baño completo. Entrada de servicio. Toda la unidad cuenta con losa radiante mediante caldera individual.<br>Cochera y baulera<br>  Salón de eventos. Equipado con cocina,  heladeras. Capacidad para 50 personas<br>SUM/gimnasio. Vestuarios. Piscina semi cubierta climatizada. Parque con galería.<br>Seguridad 24 hs/ laundry. <br>Juegos para chicos<br> \n\n Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar ",Departamento,Venta,415000.0
Propiedad,2020-07-03,2020-08-13,2020-07-03,-58.3671474,-34.6164507,Capital Federal,Puerto Madero,1.0,1.0,1.0,42.0,42.0,USD,QUARTIER MADERO URBANO CON COCHERA,"Con los atributos de la marca Quartier más la experiencia en “Suites y Studios” lograda con Quartier Basavilbaso (en pleno funcionamiento) y Quartier San Telmo (también en pleno funcionamiento), se desarrolló Quartier Madero Urbano, un producto para renta y/ó inversión.A su media manzana de terreno en el punto de confluencia entre Puerto Madero y el barrio de San Telmo, se suma la preservación del patrimonio histórico de dos Casonas refuncionalizadas para el área de Deli/Meeting Point y Spa/ Business Center , ambas enmarcadas por ejemplares arbóreos centenarios. En el espacio central del terreno se ubicará la piscina semiolimpica y solarium. Las 299 unidades, ideales para Studios o Apart-Suites (con destino preferencial de renta tipo hotelera), se ubican en un moderno edificio de 23 pisos en torre con basamento libre de 17 metros de altura para realzar las “Casonas” y los jardines que las rodean. Al contraste antiguo y contemporáneo se agrega en Quartier Madero Urbano una muy lograda ingeniería de funcionalidad que, además de generar una excepcional calidad de vida, le dará una eficiente utilización y gran rendimiento de los espacios.AMENITIESEl Deli/Meeting Point tendrá propiedad y funcionamiento independiente.En las dos primeras plantas de esta Casona se localizarán cafetería y restaurante,con su terraza al aire libre hacia la calle Azopardo. En el tercer nivel se ubicará unsalón para eventos privados e institucionales.El Spa/Business Center incluirá los amenities principales del Conjunto.En la planta baja de esta Casona se ubican dos salas de reuniones y un auditorio. En elprimer piso se localiza el Spa, con hidromasaje, sala de relax, sauna, baño finlandés y salade masajes. En el segundo piso funcionará el gimnasio.El garage, con sus cocheras “valet-parking”, constituirá un producto de uso y/o de inversión, administrado con sistemas de última tecnología.Pileta semiolimpica y solarium.UBICACIONSobre los diques de Puerto Madero, pero sin sus problemas de acceso, ni susvalores ya consolidados. Conectado a la vez al casco histórico de San Telmo y al centro de la Ciudad. Próximo a la Facultad de Ingenieria, a la UCA, la Universidad Austral, el ITBA, etc. Acceso inmediato a las principales vías y autopistas de la Capital.C.U.C.I.C.B.A Matrícula Nº 4987/C.M.C.P.S.I Matrícula Nº 6595 AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda. Venta supeditada al cumplimiento por parte del propietario de los requisitos de la resolución general Nº 2371 de la AFIP (pedido de COTI).",Departamento,Venta,210000.0
Propiedad,2020-07-03,2020-08-13,2020-07-03,-58.3625209,-34.6106739,Capital Federal,Puerto Madero,3.0,2.0,2.0,130.0,130.0,USD,NUEVO EL MAS BARATO DEL MERCADO  Los Molinos Building OPORTUNIDAD POR VIAJE,"Oportunidad de inversion.  3 Amb (Doble Master suite con vestidor y lugar para escritorio) + 2do dormitorio con baño completo, + toilette de recepcion 1 cochera fija y una baulera no incluida en el precio U$S 45.000  La unidad se encuentra en excelente estado, porque tuvo muy poco uso solo cuando viajaban los propietarios a buenos aires.Psobilidad de pago en el Exterior!  ",Departamento,Venta,630000.0
Propiedad,2020-05-25,2020-06-25,2020-05-25,-58.3613664,-34.613388,Capital Federal,Puerto Madero,1.0,1.0,1.0,43.0,43.0,USD,DEPTO VENTA EN HOTEL FAENA PUERTO MADERO -  SUITE,"SUITE EN VENTA HOTEL FAENA!<br>Totalmente equipado con muebles de Philippe Stark. Excelente distribución al tener una división notable que separa el dormitorio del living comedor, cocina integrada, baño. <br><br>Servicios incluidos:<br>Uso del Gym, Pileta del Faena Hotel + Universe, Conserjería y Seguridad las 24 hs.<br><br>Servicios a los que puede acceder abonando con cargo aparte:<br>Limpieza con servicio, Cambio de Blancos, Internet y Room Service del Hotel Faena + Universe.<br><br>(las medidas expresadas en m2 son ilustrativas y no son definitivas, se corroborarán con la escritura o el boleto original)",Departamento,Venta,372000.0
Propiedad,2020-05-25,2020-06-25,2020-05-25,-58.3615133,-34.6132611,Capital Federal,Puerto Madero,3.0,2.0,2.0,182.0,80.0,USD,"VENTA 3 AMBIENTES TORRES MULIERIS VISTA RIO, CON COCHERA, PUERTO MADERO","DEPARTAMENTO EN VENTA 3 AMBIENTES PISO ALTO, VISTA AL RÍO.  2 DORMITORIOS EN SUITE, TOILETTE, COCINA COMEDOR, LIVING COMEDOR. BALCÓN. LAVADERO INDIVIDUAL CON GRAN ESPACIO. PISO ALTO!!<br><br>AMENITIES: PILETA INTERNA Y EXTERNA, JACUZZI, JUEGOS PARA NIÑOS, GYM, VESTUARIOS PARA MUJERES Y OTRO PARA HOMBRES, CADA UNO CON SAUNA. SALA DE REUNIONES, BUSINESS CENTER, LAUNDRIES, LAVADEROS DE AUTOS (2DO SUBSUELO TORRE II)<br><br>(las medidas expresadas en m2 son ilustrativas y no son definitivas, se corroborarán con la escritura o el boleto original)",Departamento,Venta,1149000.0
Propiedad,2020-05-25,2020-06-01,2020-05-25,-58.3608973857,-34.6213923535,Capital Federal,Puerto Madero,1.0,1.0,1.0,45.0,45.0,USD,Monoambiente alto en ART MARÍA Puerto Madero,"Monoambiente con hermosa vista, amplio , luminoso, divisible. Opción cochera.Amenities del complejo: Dos piscinas , gimnasio, sauna, Tres sum, Plaza de juegos para niños, solarium, salón de juegos para adultos, salón de juegos para niños, seguridad 24 hs.Toda la información y medidas provistas son aproximadas y deberán ratificarse con la documentación pertinente. Los impuestos y gastos expresados se refieren a la última información recabada y deberán confirmarse. Las fotografías no son vinculantes ni contractuales.Esta operación inmobiliaria se encuentra a cargo y es objeto de intermediación y conclusión por parte del Corredor Inmobiliario matriculado Agustín Amidolare CPI 7556. .",Departamento,Venta,289000.0
Propiedad,2020-05-25,2020-06-01,2020-05-25,-58.3624423381,-34.6150352158,Capital Federal,Puerto Madero,2.0,1.0,2.0,114.0,96.0,USD,"Exclusivo 2 ambientes con cochera en ALEPH FAENA, Puerto Madero.","Departamento muy exclusivo de 2 ambientes con cochera en el Edificio Aleph del grupo Faena. Se vende amueblado.Master suite amplísima con gran vestidor, escritorio, muy luminosa.Gran Living comedor con salida a balcón con pantallas móviles y vista a Juana Manso y dique lateral.Amplia cocina con gran barra desayunadora, amueblada y equipada con posibilidad de hacerla independiente. Todo el lugar de guardado es de piso a techo.Toilette de recepción. Aire acondicionado frío/calor central con control individual por ambiente. Techos abovedados, y excelente carpintería con vidrios DVH.Impecable estado.Amenities: Piscina con vista increíble, climatizada con deck y solarium, gimnasio de última generación, laundry, SUM. Vigilancia las 24 hs. Servicio exclusivo y amenities de categoría.Toda la información y medidas provistas son aproximadas y deberán ratificarse con la documentación pertinente. Los impuestos y gastos expresados se refieren a la última información recabada y deberán confirmarse. Las fotografías no son vinculantes ni contractuales.Esta operación inmobiliaria se encuentra a cargo y es objeto de intermediación y conclusión por parte del Corredor Inmobiliario matriculado Agustín Amidolare CPI 7556. .",Departamento,Venta,685000.0
Propiedad,2020-05-25,2020-06-01,2020-05-25,-58.362778881,-34.615682195,Capital Federal,Puerto Madero,2.0,1.0,2.0,67.0,62.0,USD,Departamento 2 ambientes c/cochera al frente en LUMIERE  Puerto Madero,"Departamento 2 ambientes con cochera fija, excelente estado, al frente en Complejo Lumiere. Muy luminoso. Apto ProfCocina integrada al living con salida a balcón corrido.Dormitorio en suite con gran placard y salida a balcón corrido.Baño completo y toilette de recepció de 3 años de antigüedad, con vigilancia las 24 hs, piscina, sector parrilla equipado con mesa y sillas a cielo abierto, laundry, gimnasio, SUM.Excelente ubicación dentro de Puerto Madero.Consultanos y coordinamos visita.   Toda la información y medidas provistas son aproximadas y deberán ratificarse con la documentación pertinente. Los impuestos y gastos expresados se refieren a la última información recabada y deberán confirmarse. Las fotografías no son vinculantes ni contractuales.Esta operación inmobiliaria se encuentra a cargo y es objeto de intermediación y conclusión por parte del Corredor Inmobiliario matriculado Agustín Amidolare CPI 7556. .",Departamento,Venta,325000.0
